÷∘|⍨<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">   ⍨
 ┌─┘
 ∘
┌┴┐
÷ |
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Divide Sign.htm'>Take me to ÷</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Jot.htm'>Take me to ∘</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Stile.htm'>Take me to |</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Dieresis Tilde.htm'>Take me to ⍨</a>",Code->Output
3×2<br/> <br/><br/>What does the code output?,"<pre class=""language-APL""> 
6
 
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a>",Code->Output
3×2 2.5 ¯1<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→───────┐
│6 7.5 ¯3│
└~───────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a>",Code->Output
3 2 1×2 2.5 ¯1<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→─────┐
│6 5 ¯1│
└~─────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a>",Code->Output
* 0 1 2<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→────────────────────────┐
│1 2.718281828 7.389056099│
└~────────────────────────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to *</a>",Code->Output
49 5 ¯4 * 0.5 2 0.5<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→───────┐
│7 25 0J2│
└~───────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to *</a>",Code->Output
!5<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">   
120
   
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Exclamation Mark.htm'>Take me to !</a>",Code->Output
!1.5  ⍝ gamma(1.5+1)<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">           
1.329340388
           
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Exclamation Mark.htm'>Take me to !</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to +</a>",Code->Output
0 1 2 3 4 5 ! 5<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→────────────┐
│1 5 10 10 5 1│
└~────────────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Exclamation Mark.htm'>Take me to !</a>",Code->Output
? 6 6 6 6 6<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→────────┐
│4 3 4 2 1│
└~────────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Question Mark.htm'>Take me to ?</a>",Code->Output
? 0 0<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→────────────────────────┐
│0.5456603511 0.3390443517│
└~────────────────────────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Question Mark.htm'>Take me to ?</a>",Code->Output
13 ? 52<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→──────────────────────────────────┐
│51 50 26 10 40 4 34 2 38 8 27 42 44│
└~──────────────────────────────────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Question Mark.htm'>Take me to ?</a>",Code->Output
○ 0 1 2<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→────────────────────────┐
│0 3.141592654 6.283185307│
└~────────────────────────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle.htm'>Take me to ○</a>",Code->Output
0 1 ○ 0<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→──┐
│1 0│
└~──┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle.htm'>Take me to ○</a>",Code->Output
⍟ 1 2 3 (*1)<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→───────────────────────────┐
│0 0.6931471806 1.098612289 1│
└~───────────────────────────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to ⍟</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to *</a>",Code->Output
2 10 ⍟ 32 1000<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→──┐
│5 3│
└~──┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to ⍟</a>",Code->Output
3×2+1<br/> <br/><br/>What does the code output?,"<pre class=""language-APL""> 
9
 
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to +</a>",Code->Output
1 2 3×2+1<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→────┐
│3 6 9│
└~────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to +</a>",Code->Output
1 2 3×2+2 4 6<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→──────┐
│4 12 24│
└~──────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to +</a>",Code->Output
3 ¯5 + 4<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→───┐
│7 ¯1│
└~───┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to +</a>",Code->Output
8*÷3<br/> <br/><br/>What does the code output?,"<pre class=""language-APL""> 
2
 
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Star.htm'>Take me to *</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Divide Sign.htm'>Take me to ÷</a>",Code->Output
"a←3
<br/>a<br/> <br/><br/>What does the code output?","<pre class=""language-APL""> 
3
 
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a>",Code->Output
⎕←a←3<br/> <br/><br/>What does the code output?,"<pre class=""language-APL""> 
3
 
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a>",Code->Output
"b←3 4
<br/>b<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">┌→──┐
│3 4│
└~──┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a>",Code->Output
{⍵×2} 4<br/> <br/><br/>What does the code output?,"<pre class=""language-APL""> 
8
 
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a>",Code->Output
"f ← {⍵×2}
<br/>f 4<br/> <br/><br/>What does the code output?","<pre class=""language-APL""> 
8
 
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a>",Code->Output
"g ← {⍵×2+⍺}
<br/>3 g 4<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">  
20
  
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to +</a>",Code->Output
"f ← {⍵×2}
<br/>h ← {2 + f ⍵}
<br/>h 4<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">  
10
  
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to +</a>",Code->Output
"f ← {a ← ⍵×2 ⋄ 2 + a}
<br/>f 4<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">  
10
  
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to +</a>",Code->Output
"f←{a←1 ⋄ 2 ⋄ 3}  ⍝ First non-assignment is the result of the function
<br/>f 2<br/> <br/><br/>What does the code output?","<pre class=""language-APL""> 
2
 
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Minus Sign.htm'>Take me to -</a>",Code->Output
fact 1<br/> <br/><br/>What does the code output?,"<pre class=""language-APL""> 
1
 
</pre>",Code->Output
fact 5<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">   
120
   
</pre>",Code->Output
{⍵≤1:1 ⋄ ⍵×∇ ⍵-1} 5<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">   
120
   
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Less Than Or Equal To Sign.htm'>Take me to ≤</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Times Sign.htm'>Take me to ×</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Minus Sign.htm'>Take me to -</a>",Code->Output
fact 5<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">   
120
   
</pre>",Code->Output
"a b ← 3 4
<br/>a<br/> <br/><br/>What does the code output?","<pre class=""language-APL""> 
3
 
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a>",Code->Output
⎕ ← 1 2 3 4 5 6<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→──────────┐
│1 2 3 4 5 6│
└~──────────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a>",Code->Output
"a ← 1 2 3 4 5 6
<br/>⎕←mat←2 3 ⍴ a<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">┌→────┐
↓1 2 3│
│4 5 6│
└~────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
"a ← 1 2 3 4 5 6
<br/>3 2 ⍴ a<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">┌→──┐
↓1 2│
│3 4│
│5 6│
└~──┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
"a ← 1 2 3 4 5 6
<br/>1 6 ⍴ a<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">┌→──────────┐
↓1 2 3 4 5 6│
└~──────────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
"a ← 1 2 3 4 5 6
<br/>⎕←c←2 2 3 ⍴ a<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">┌┌→────┐
↓↓1 2 3│
││4 5 6│
││     │
││1 2 3│
││4 5 6│
└└~────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
2 3 ⍴ 1<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→────┐
↓1 1 1│
│1 1 1│
└~────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
"a ← 1 2 3 4 5 6
<br/>⍴a<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">┌→┐
│6│
└~┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
"mat←2 3 ⍴ a
<br/>⍴mat<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">┌→──┐
│2 3│
└~──┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
⍴3<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌⊖┐
│0│
└~┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
⍬<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌⊖┐
│0│
└~┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Zilde Symbol.htm'>Take me to ⍬</a>",Code->Output
⍴⍬<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→┐
│0│
└~┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Zilde Symbol.htm'>Take me to ⍬</a>",Code->Output
"mat←2 3 ⍴ a
<br/>⍴⍴mat<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">┌→┐
│2│
└~┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
"mat←2 3 ⍴ a
<br/>⍴⍴⍴mat<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">┌→┐
│1│
└~┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
"c←2 2 3 ⍴ a
<br/>⍴c<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">┌→────┐
│2 2 3│
└~────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
"c←2 2 3 ⍴ a
<br/>⍴⍴⍴c<br/> <br/><br/>What does the code output?","<pre class=""language-APL"">┌→┐
│1│
└~┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Arrow.htm'>Take me to ←</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
'ACF'<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→──┐
│ACF│
└───┘
</pre>",Code->Output
'A' 'C' 'F'<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→──┐
│ACF│
└───┘
</pre>",Code->Output
⍴'y'<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌⊖┐
│0│
└~┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
⍴'your boat'<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→┐
│9│
└~┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>",Code->Output
1 2 3 4 'a'<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→────────┐
│1 2 3 4 a│
└+────────┘
</pre>",Code->Output
1 2 3 4 'ab'<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→─────────────┐
│         ┌→─┐ │
│ 1 2 3 4 │ab│ │
│         └──┘ │
└∊─────────────┘
</pre>",Code->Output
(1 2)(3 4)'ab'<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→─────────────────┐
│ ┌→──┐ ┌→──┐ ┌→─┐ │
│ │1 2│ │3 4│ │ab│ │
│ └~──┘ └~──┘ └──┘ │
└∊─────────────────┘
</pre>",Code->Output
⎕A<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→─────────────────────────┐
│ABCDEFGHIJKLMNOPQRSTUVWXYZ│
└──────────────────────────┘
</pre>",Code->Output
]box on -style=max -trains=tree -fns=on<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→─────────────────────────────────────┐
│Was ON -style=max -trains=tree -fns=on│
└──────────────────────────────────────┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Minus Sign.htm'>Take me to -</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Sign.htm'>Take me to =</a>",Code->Output
1 = 1<br/> <br/><br/>What does the code output?,"<pre class=""language-APL""> 
1
 
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Sign.htm'>Take me to =</a>",Code->Output
1 = 1 2<br/> <br/><br/>What does the code output?,"<pre class=""language-APL"">┌→──┐
│1 0│
└~──┘
</pre> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Sign.htm'>Take me to =</a>",Code->Output
