Monadic <br/><br/> (Roll)<br/><br/>What's the symbol look like?,? <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Question Mark.htm'>Take me to ?</a>
Dyadic  ?<br/><br/>What's the name?, (Deal) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Question Mark.htm'>Take me to ?</a>
Dyadic <br/><br/> (Deal)<br/><br/>What's the symbol look like?,? <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Question Mark.htm'>Take me to ?</a>
Monadic  ○<br/><br/>What's the name?, (Pi Times) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle.htm'>Take me to ○</a>
Monadic <br/><br/> (Pi Times)<br/><br/>What's the symbol look like?,○ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle.htm'>Take me to ○</a>
Dyadic  ○<br/><br/>What's the name?, (Circular Function - Trig) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle.htm'>Take me to ○</a>
Dyadic <br/><br/> (Circular Function - Trig)<br/><br/>What's the symbol look like?,○ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle.htm'>Take me to ○</a>
Monadic  ⍟<br/><br/>What's the name?, (Natural Log) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to ⍟</a>
Monadic <br/><br/> (Natural Log)<br/><br/>What's the symbol look like?,⍟ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to ⍟</a>
Dyadic  ⍟<br/><br/>What's the name?, (Log) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to ⍟</a>
Dyadic <br/><br/> (Log)<br/><br/>What's the symbol look like?,⍟ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Log.htm'>Take me to ⍟</a>
Dyadic  ⍴<br/><br/>What's the name?, (reshape) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>
Dyadic <br/><br/> (reshape)<br/><br/>What's the symbol look like?,⍴ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>
Monadic  ⍴<br/><br/>What's the name?, (shape of) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>
Monadic <br/><br/> (shape of)<br/><br/>What's the symbol look like?,⍴ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Rho.htm'>Take me to ⍴</a>
dyadic  =<br/><br/>What's the name?, (Equal to) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Sign.htm'>Take me to =</a>
dyadic <br/><br/> (Equal to)<br/><br/>What's the symbol look like?,= <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Sign.htm'>Take me to =</a>
monadic  ≠<br/><br/>What's the name?, (Unique Mask) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Not Equal To.htm'>Take me to ≠</a>
monadic <br/><br/> (Unique Mask)<br/><br/>What's the symbol look like?,≠ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Not Equal To.htm'>Take me to ≠</a>
dyadic  ≠<br/><br/>What's the name?, (Not Equal To) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Not Equal To.htm'>Take me to ≠</a>
dyadic <br/><br/> (Not Equal To)<br/><br/>What's the symbol look like?,≠ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Not Equal To.htm'>Take me to ≠</a>
dyadic  <<br/><br/>What's the name?, (Less than) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Less Than Sign.htm'>Take me to <</a>
dyadic <br/><br/> (Less than)<br/><br/>What's the symbol look like?,< <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Less Than Sign.htm'>Take me to <</a>
dyadic  ><br/><br/>What's the name?, (Greater than) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Greater Than Sign.htm'>Take me to ></a>
dyadic <br/><br/> (Greater than)<br/><br/>What's the symbol look like?,> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Greater Than Sign.htm'>Take me to ></a>
dyadic  ≤<br/><br/>What's the name?, (Less than or equal to) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Less Than Or Equal To Sign.htm'>Take me to ≤</a>
dyadic <br/><br/> (Less than or equal to)<br/><br/>What's the symbol look like?,≤ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Less Than Or Equal To Sign.htm'>Take me to ≤</a>
dyadic  ≥<br/><br/>What's the name?, (Greater than or equal to) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Greater Than Or Equal To Sign.htm'>Take me to ≥</a>
dyadic <br/><br/> (Greater than or equal to)<br/><br/>What's the symbol look like?,≥ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Greater Than Or Equal To Sign.htm'>Take me to ≥</a>
monadic  ≡<br/><br/>What's the name?, (Depth) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Underbar.htm'>Take me to ≡</a>
monadic <br/><br/> (Depth)<br/><br/>What's the symbol look like?,≡ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Underbar.htm'>Take me to ≡</a>
dyadic  ≡<br/><br/>What's the name?, (Match) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Underbar.htm'>Take me to ≡</a>
dyadic <br/><br/> (Match)<br/><br/>What's the symbol look like?,≡ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Underbar.htm'>Take me to ≡</a>
monadic  ≢<br/><br/>What's the name?, (Tally) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Underbar Slash.htm'>Take me to ≢</a>
monadic <br/><br/> (Tally)<br/><br/>What's the symbol look like?,≢ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Underbar Slash.htm'>Take me to ≢</a>
dyadic  ≢<br/><br/>What's the name?, (Not match) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Underbar Slash.htm'>Take me to ≢</a>
dyadic <br/><br/> (Not match)<br/><br/>What's the symbol look like?,≢ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Equal Underbar Slash.htm'>Take me to ≢</a>
dyadic  ∨<br/><br/>What's the name?, (Greatest Common Divisor (Or)) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Logical Or.htm'>Take me to ∨</a>
dyadic <br/><br/> (Greatest Common Divisor (Or))<br/><br/>What's the symbol look like?,∨ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Logical Or.htm'>Take me to ∨</a>
dyadic  ⍱<br/><br/>What's the name?, (Nor) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Nor Symbol.htm'>Take me to ⍱</a>
dyadic <br/><br/> (Nor)<br/><br/>What's the symbol look like?,⍱ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Nor Symbol.htm'>Take me to ⍱</a>
dyadic  ∧<br/><br/>What's the name?, (Lowest Common Multiple (And)) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Logical And.htm'>Take me to ∧</a>
dyadic <br/><br/> (Lowest Common Multiple (And))<br/><br/>What's the symbol look like?,∧ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Logical And.htm'>Take me to ∧</a>
dyadic  ⍲<br/><br/>What's the name?, (Nand) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Nand Symbol.htm'>Take me to ⍲</a>
dyadic <br/><br/> (Nand)<br/><br/>What's the symbol look like?,⍲ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Nand Symbol.htm'>Take me to ⍲</a>
monadic  ~<br/><br/>What's the name?, (Not) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Tilde.htm'>Take me to ~</a>
monadic <br/><br/> (Not)<br/><br/>What's the symbol look like?,~ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Tilde.htm'>Take me to ~</a>
dyadic  ~<br/><br/>What's the name?, (Without;Excluding) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Tilde.htm'>Take me to ~</a>
dyadic <br/><br/> (Without;Excluding)<br/><br/>What's the symbol look like?,~ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Tilde.htm'>Take me to ~</a>
monadic  /<br/><br/>What's the name?, (Replicate) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Slash.htm'>Take me to /</a>
monadic <br/><br/> (Replicate)<br/><br/>What's the symbol look like?,/ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Slash.htm'>Take me to /</a>
monadic  ⍳<br/><br/>What's the name?, (index generator) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Iota.htm'>Take me to ⍳</a>
monadic <br/><br/> (index generator)<br/><br/>What's the symbol look like?,⍳ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Iota.htm'>Take me to ⍳</a>
dyadic  ⍳<br/><br/>What's the name?, (index of) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Iota.htm'>Take me to ⍳</a>
dyadic <br/><br/> (index of)<br/><br/>What's the symbol look like?,⍳ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Iota.htm'>Take me to ⍳</a>
monadic  ⍸<br/><br/>What's the name?, (Where) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Iota Underbar.htm'>Take me to ⍸</a>
monadic <br/><br/> (Where)<br/><br/>What's the symbol look like?,⍸ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Iota Underbar.htm'>Take me to ⍸</a>
dyadic  ⍸<br/><br/>What's the name?, (Interval Index) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Iota Underbar.htm'>Take me to ⍸</a>
dyadic <br/><br/> (Interval Index)<br/><br/>What's the symbol look like?,⍸ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Iota Underbar.htm'>Take me to ⍸</a>
monadic  ⌈<br/><br/>What's the name?, (Ceiling) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Upstile.htm'>Take me to ⌈</a>
monadic <br/><br/> (Ceiling)<br/><br/>What's the symbol look like?,⌈ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Upstile.htm'>Take me to ⌈</a>
dyadic  ⌈<br/><br/>What's the name?, (Maximum) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Upstile.htm'>Take me to ⌈</a>
dyadic <br/><br/> (Maximum)<br/><br/>What's the symbol look like?,⌈ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Upstile.htm'>Take me to ⌈</a>
monadic  ⌊<br/><br/>What's the name?, (Floor) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to ⌊</a>
monadic <br/><br/> (Floor)<br/><br/>What's the symbol look like?,⌊ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to ⌊</a>
dyadic  ⌊<br/><br/>What's the name?, (Minimum) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to ⌊</a>
dyadic <br/><br/> (Minimum)<br/><br/>What's the symbol look like?,⌊ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Downstile.htm'>Take me to ⌊</a>
"monadic  ,<br/><br/>What's the name?"," (Ravel) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Comma.htm'>Take me to ,</a>"
monadic <br/><br/> (Ravel)<br/><br/>What's the symbol look like?,", <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Comma.htm'>Take me to ,</a>"
"monadic  ,<br/><br/>What's the name?"," (Ravel) with axis <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Comma.htm'>Take me to ,</a>"
monadic <br/><br/> (Ravel) with axis<br/><br/>What's the symbol look like?,", <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Comma.htm'>Take me to ,</a>"
"dyadic  ,<br/><br/>What's the name?"," (Catenate/Laminate (Join)) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Comma.htm'>Take me to ,</a>"
dyadic <br/><br/> (Catenate/Laminate (Join))<br/><br/>What's the symbol look like?,", <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Comma.htm'>Take me to ,</a>"
monadic  ⍪<br/><br/>What's the name?, (Table / Ravel items) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Comma Bar.htm'>Take me to ⍪</a>
monadic <br/><br/> (Table / Ravel items)<br/><br/>What's the symbol look like?,⍪ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Comma Bar.htm'>Take me to ⍪</a>
"dyadic  ,<br/><br/>What's the name?"," (Catenate first) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Comma.htm'>Take me to ,</a>"
dyadic <br/><br/> (Catenate first)<br/><br/>What's the symbol look like?,", <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Comma.htm'>Take me to ,</a>"
monadic  /<br/><br/>What's the name?, (Reduce / N-wise Reduce) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Slash.htm'>Take me to /</a>
monadic <br/><br/> (Reduce / N-wise Reduce)<br/><br/>What's the symbol look like?,/ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Slash.htm'>Take me to /</a>
monadic  \<br/><br/>What's the name?, (Scane) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Slope.htm'>Take me to \</a>
monadic <br/><br/> (Scane)<br/><br/>What's the symbol look like?,\ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Slope.htm'>Take me to \</a>
monadic  ⌿<br/><br/>What's the name?, (Reduce First) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Slash Bar.htm'>Take me to ⌿</a>
monadic <br/><br/> (Reduce First)<br/><br/>What's the symbol look like?,⌿ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Slash Bar.htm'>Take me to ⌿</a>
monadic  ⍀<br/><br/>What's the name?, (Scan first) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Slope Bar.htm'>Take me to ⍀</a>
monadic <br/><br/> (Scan first)<br/><br/>What's the symbol look like?,⍀ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Slope Bar.htm'>Take me to ⍀</a>
dyadic  ⍤<br/><br/>What's the name?, (Rank) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Jot Diaresis.htm'>Take me to ⍤</a>
dyadic <br/><br/> (Rank)<br/><br/>What's the symbol look like?,⍤ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Jot Diaresis.htm'>Take me to ⍤</a>
dyadic  ⍤<br/><br/>What's the name?, (Atop) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Jot Diaresis.htm'>Take me to ⍤</a>
dyadic <br/><br/> (Atop)<br/><br/>What's the symbol look like?,⍤ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Jot Diaresis.htm'>Take me to ⍤</a>
dyadic  ∘<br/><br/>What's the name?, (Bind) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Jot.htm'>Take me to ∘</a>
dyadic <br/><br/> (Bind)<br/><br/>What's the symbol look like?,∘ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Jot.htm'>Take me to ∘</a>
dyadic  ∘<br/><br/>What's the name?, (Beside) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Jot.htm'>Take me to ∘</a>
dyadic <br/><br/> (Beside)<br/><br/>What's the symbol look like?,∘ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Jot.htm'>Take me to ∘</a>
dyadic  ⍥<br/><br/>What's the name?, (Over) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Dieresis.htm'>Take me to ⍥</a>
dyadic <br/><br/> (Over)<br/><br/>What's the symbol look like?,⍥ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Dieresis.htm'>Take me to ⍥</a>
dyadic  ⍣<br/><br/>What's the name?, (Power operator) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/DieresisStar.htm'>Take me to ⍣</a>
dyadic <br/><br/> (Power operator)<br/><br/>What's the symbol look like?,⍣ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/DieresisStar.htm'>Take me to ⍣</a>
Dyadic  .<br/><br/>What's the name?, (Inner Product) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Dot.htm'>Take me to .</a>
Dyadic <br/><br/> (Inner Product)<br/><br/>What's the symbol look like?,. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Dot.htm'>Take me to .</a>
Monadic  ⌹<br/><br/>What's the name?, (Matrix Inverse Of) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Domino.htm'>Take me to ⌹</a>
Monadic <br/><br/> (Matrix Inverse Of)<br/><br/>What's the symbol look like?,⌹ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Domino.htm'>Take me to ⌹</a>
Dyadic  ⌹<br/><br/>What's the name?, (Matrix Division By) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Domino.htm'>Take me to ⌹</a>
Dyadic <br/><br/> (Matrix Division By)<br/><br/>What's the symbol look like?,⌹ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Domino.htm'>Take me to ⌹</a>
dyadic  ⍨<br/><br/>What's the name?, (Commute) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Dieresis Tilde.htm'>Take me to ⍨</a>
dyadic <br/><br/> (Commute)<br/><br/>What's the symbol look like?,⍨ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Dieresis Tilde.htm'>Take me to ⍨</a>
dyadic  ⍨<br/><br/>What's the name?, (Constant) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Dieresis Tilde.htm'>Take me to ⍨</a>
dyadic <br/><br/> (Constant)<br/><br/>What's the symbol look like?,⍨ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Dieresis Tilde.htm'>Take me to ⍨</a>
monadic  ¨<br/><br/>What's the name?, (Each) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Dieresis.htm'>Take me to ¨</a>
monadic <br/><br/> (Each)<br/><br/>What's the symbol look like?,¨ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Dieresis.htm'>Take me to ¨</a>
monadic  ↑<br/><br/>What's the name?, (Mix) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Up Arrow.htm'>Take me to ↑</a>
monadic <br/><br/> (Mix)<br/><br/>What's the symbol look like?,↑ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Up Arrow.htm'>Take me to ↑</a>
dyadic  ↑<br/><br/>What's the name?, (Take) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Up Arrow.htm'>Take me to ↑</a>
dyadic <br/><br/> (Take)<br/><br/>What's the symbol look like?,↑ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Up Arrow.htm'>Take me to ↑</a>
monadic  ↑<br/><br/>What's the name?, (Mix) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Up Arrow.htm'>Take me to ↑</a>
monadic <br/><br/> (Mix)<br/><br/>What's the symbol look like?,↑ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Up Arrow.htm'>Take me to ↑</a>
dyadic  ↓<br/><br/>What's the name?, (Drop) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Down Arrow.htm'>Take me to ↓</a>
dyadic <br/><br/> (Drop)<br/><br/>What's the symbol look like?,↓ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Down Arrow.htm'>Take me to ↓</a>
monadic  ⌸<br/><br/>What's the name?, (Key operator) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to ⌸</a>
monadic <br/><br/> (Key operator)<br/><br/>What's the symbol look like?,⌸ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to ⌸</a>
monadic  ⊂<br/><br/>What's the name?, (Enclose) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Shoe.htm'>Take me to ⊂</a>
monadic <br/><br/> (Enclose)<br/><br/>What's the symbol look like?,⊂ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Shoe.htm'>Take me to ⊂</a>
dyadic  ⊂<br/><br/>What's the name?, (Partitioned enclose) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Shoe.htm'>Take me to ⊂</a>
dyadic <br/><br/> (Partitioned enclose)<br/><br/>What's the symbol look like?,⊂ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Shoe.htm'>Take me to ⊂</a>
monadic  ⊆<br/><br/>What's the name?, (Nest) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Shoe Underbar.htm'>Take me to ⊆</a>
monadic <br/><br/> (Nest)<br/><br/>What's the symbol look like?,⊆ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Shoe Underbar.htm'>Take me to ⊆</a>
dyadic  ⊆<br/><br/>What's the name?, (Partition) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Shoe Underbar.htm'>Take me to ⊆</a>
dyadic <br/><br/> (Partition)<br/><br/>What's the symbol look like?,⊆ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Shoe Underbar.htm'>Take me to ⊆</a>
